id,n_of_stars,date,text
dil,5.0,"may 26th, 2020","Definitely worth the buy.  Looks, smells, and smokes beautifully.  Real Deal Exotics"
dil,5.0,"may 23rd, 2020",great product for sure only complaint is vacced a bit too much but really not a huge deal didnt mess anything up all around great transaction if you havent tried at least give one a shot or your just missing out
dil,5.0,"may 23rd, 2020","Great quality for the price, I've got more expensive ounces and i smoke this over them no question! Cheers m88."
dil,5.0,"may 19th, 2020",Super fire never under trimmed always Uber crypto fire nugs cannibis cup grade thanks
dil,5.0,"may 13th, 2020","excellent stealth, fast shipping and FIREEEEE BUD!!!! best weed ive seen in awhile lol"
dil,5.0,"may 9th, 2020",FIRE
dil,5.0,"may 9th, 2020",Holy fuck. Was worried spending the extra money on an oz listing but shit did this surprise me. First buy with exoticsclub and all I can say is get this for personal cause its gasssss
dil,5.0,"may 7th, 2020",This MothaFcking guy right here!!!!! Bro!!! Why the hell is this ish so gassy???? This shit is insane got the Wedding Pie for $250 bro wtf order this shit!!!!!!!! now!!!! gas gas gas!!!!
dil,5.0,"may 7th, 2020","fire, thank you"
dil,5.0,"may 7th, 2020",Suppppppppppper Crip When 9 out of 10 people say it’s the best flower they’ve ever had!Shits real
dil,5.0,"may 7th, 2020",That LOUD pack
dil,5.0,"may 7th, 2020",Good for the price. Smell is not what I would want for exotics for sure. Very compressed. Shipping was decent. Would order again potentially.
dil,5.0,"may 7th, 2020","Quick shipping, high quality and quite a bit over the purchased amount! Thanks for the service! Will be a return customer."
dil,5.0,"may 6th, 2020",product looks fire — the price definitely reflects the quality! was pretty compressed but shipping speed was good and stealth was on point
dil,5.0,"may 6th, 2020","Smooth transaction, the smoke is nice. I got the wedding pie and I like it. It's not super loud BUT it has that wedding cake odor with stank finish. The smoke tastes good and isn't too harsh."
dil,5.0,"may 6th, 2020",incredible quality on the wedding pie
dil,5.0,"may 5th, 2020",straight fire. my go too for exotic
dil,5.0,"may 4th, 2020","Left a review on lemon diesel my mans had,let me just say this happened to be apart of a two flavor order placed around different times and both showed up like a christmas gift. Delays bs'n I know, but he handled his gracefully. I'm definitely fuckin' with him. And honestly I didn't get the sherbert cake I hoped to get due to what was listed, the wedding pie wasn't bad. NOTHING COMPRESSED OR WHACK!! Can most def be considered exotic, lemon diesel fucking with it quality-wise too. Get right!"
dil,5.0,"may 4th, 2020","Stealth fire, product just as pictured. Sherb cake big fluffy frosty nugs, great nose, lil sticky to it. Wedding pie smaller to med nugs, super dense, super frosty. Real exotic packs. Thanks EC you da man."
dil,5.0,"may 4th, 2020",shipping took lil long but corona is a thing so understandable herb is absolute gas pink lemonade one of my goto strains and this batch is ??hella big colas and covered in trichomes fair for the price
dil,5.0,"may 4th, 2020",super fast shipping and good stealth. flower is absolutely beautiful covered head to toe in trichs. smells like quality. 12/10 absolute gas!!
dil,5.0,"may 4th, 2020",Great TX. The wedding pie and lemonade is FIRE
dil,5.0,"may 3rd, 2020",Wedding pie is absolutely amazing best weeed i've ever smoked in my life
dil,5.0,"may 3rd, 2020",Got the Wedding Pie and it's phenomenal at this price point.
dil,5.0,"may 2nd, 2020",OMG.  That Pink Lemonade!  This may be my favorite now over Super Lemon Haze.  Taste just link pink lemonade.
dil,5.0,"may 1st, 2020","Bud looks super frosty, frostier than I thought possible. You get what you pay for, got the wedding pie and it smells deicious, will update once i tried. Good stealth too.Will be getting more."
dil,5.0,"may 1st, 2020","Literally requested all strains but wedding pie, lol and got nothing but wedding pie... Really wanted to taste the sherbet cake!"
dil,5.0,"may 1st, 2020","Recieved Wedding Pie, Pink Lemonade and Nightmare Cookies. All are 10/10 in all categories. Nose was a little light and the buds were a bit compressed but Bovedas did the trick nicely. Worth every penny will be coming back"
dil,5.0,"may 1st, 2020","Dear lord EC just showed up with the best exotic on here goddam. CE, TS, WN, CS, you name 'em EC outdoing them. Have to throw up a review on the forums with quality this good."
dil,5.0,"may 1st, 2020","I ordered the Nightmare Cookies. It is amazing quality. Best I have ever received from ExoticsClub. Super Frosty. Vibrant green. Great Size nugs. Sticky bud but still super easy to break up. Not as much purple in it as in the pictures, but still absolutely amazing look and feel. The smell has that signature cookie smell that gives it the most dank smell you can imagine. Smoking it felt amazing. Super smooth with a great taste. After smoking this my old bud doesn't hit the same."
dil,5.0,"apr 30th, 2020",Holy shit this is truly amazing
dil,5.0,"apr 30th, 2020",Super fire plan to return.
dil,5.0,"apr 30th, 2020",Best bud ive ever gotten
dil,5.0,"apr 30th, 2020",Great stuff bro
dil,5.0,"apr 29th, 2020",5 stars straight fine grade
dil,5.0,"apr 29th, 2020",Super fire best I’ve seen on the dark web and I get around like fucking 2 pac
dil,5.0,"apr 28th, 2020",Fuckin Gasssss will most def be trying some of your other strains.
dil,5.0,"apr 27th, 2020",Real exotic weed  fire asf will be back for more 4 day shipping
dil,5.0,"apr 24th, 2020",boy boy boy boy boy worth everyy penny will order again
dil,5.0,"apr 24th, 2020","Quality incorporates price, customer service and shipping speed were stellar, as usual; stealth is adequate.  Spectacular quality: these almost perfectly-cured, carefully-manicured buds might drip goodness if they were any more saturated with it!!"
dil,5.0,"apr 23rd, 2020",Fire  fire flower super stoned smoke came very very compressed..
dil,5.0,"apr 22nd, 2020",GAS!
dil,5.0,"apr 20th, 2020","I received the wedding pie today 4/20 It was fucking amazing, 3 bong hits and i'm GREAT! Friends loved it! Very potent and aromatic, great taste too!
Will RETURN 100%, Thank you EC <3"
dil,5.0,"apr 20th, 2020",Got the WEDDING PIE and its fire smokes clean and smells delicious  after its ground up it smells like ten times as strong and boy o boy really nice potent high couple hits off the bong and im great and on top of that it was scheduked for delivery tomorrow and i recieved a day earlier on 4/20 hell yeah this is  true exotics tippity top shelf thanks EC much appreciated see ya on the next one HAPPY 4/20 TO ALL:)))
dil,5.0,"apr 19th, 2020","fast shipping and great quality, just a little too compressed lmao"
dil,5.0,"apr 19th, 2020",great smoke lite nose but enjoying the smoke
dil,5.0,"apr 18th, 2020","Came fine and dandy, bud is definitely good for the price but only got one strain I requested. A bit odd imo. Coms def need some improving as well. Overall good order though as always."
dil,5.0,"apr 18th, 2020","Got the High Octane. 
Fast shipping, looks like the pictures, and smokes clean.  
Not much nose or flavor though. Guess I could have contracted Covid but think the vac job was way overkill."
dil,5.0,"apr 18th, 2020",great!
pol,5.0,"sep 1st, 2020",A+
pol,5.0,"sep 1st, 2020",definitely picked a good bud for the pics. frosty little airy/stringy buds but they smell exotic and all around if not impressed im atleast happy. prepack is a cool touch
pol,5.0,"aug 31st, 2020",great vendor and product.
pol,5.0,"aug 31st, 2020","very good product for the price. pre-pack helps on my overall time and speed so hope he keeps listings like this up. easy flip great bang for buck. flower was a bit airy and smaller buds but overall great product, def high thc will def continue to purchase this quality (8/10 overall)"
pol,5.0,"aug 29th, 2020",A+
pol,5.0,"aug 28th, 2020",good product and dumb quick shipping
pol,5.0,"aug 21st, 2020",Had some issues but we worked it out - all good
pol,5.0,"aug 18th, 2020",Great service and great quality
pol,5.0,"aug 18th, 2020",Thank you very much! Can't wait to check it all out.
pol,5.0,"aug 15th, 2020","Smell just like jet fuel, it’s good for the price, nice high and comes in bags advertised."
pol,5.0,"aug 15th, 2020",Fantastic Jet Fuel/G6 specimen! And at a superb price with a bonus pre-roll. Will be back to sample the rest of the menu :D
pol,5.0,"aug 14th, 2020",Got 2 oz and two prerolls for under 300. A few g of shake but I can't really complain considering the price point. Strong odor that reminded me of frost garden's zour apple but more pungent and more like sour skittles. I've had better for the price but it's definitely hard to come by a good sativa and I like this one a lot
g1s,5.0,"aug 29th, 2020","got my order, WILL UPDATE once i smoke some"
g1s,5.0,"aug 28th, 2020","First time with vendy, and I am impressed! Got the Wedding Crashers, and it was true to the picture, loud and pretty potent. Keep it up!"
g1s,5.0,"aug 28th, 2020","you can always count on vendy. fantastic for the price. stealth/shipping speed are unlike no other. thanks so much bro, be back asap"
g1s,5.0,"aug 25th, 2020",Always good for the price with Vendy!
g1s,5.0,"aug 24th, 2020",Fast shipping! I was a bit skeptical at first but this vendor definitely stuck to what he said. Product quality matches the price. All in All its still a win for the amount and price. Cant beat it. Will be returning soon!!!
g1s,5.0,"aug 12th, 2020",Fire bud for the price. Has definitely earned my business!
g1s,5.0,"aug 8th, 2020","Hey, look, this isnt going to be the subject of any romantic pieces or anything but it is a W. It's older, which i knew, and doesnt carry the terps of some fresh fresh but it will stone you just the same. If you're sifting for something worth a buy during this drought, this is it. Get it off at 150 zip and keep things moving while we wait for the crops. Thanks vendy."
g1s,5.0,"aug 5th, 2020",holy fuck i love u vendy
g1s,5.0,"aug 5th, 2020","Vendy is the Best, all around for everything"
g1s,5.0,"aug 3rd, 2020","Super quick. Perfect for the price. Nothing pretty, but smokes decent. easy cheap flip."
g1s,5.0,"aug 1st, 2020","low potency low price, nice nugs tho. no complaints from anyone who got some"
g1s,5.0,"jul 23rd, 2020","2 days t2d, really nice nugs, looked dark at first but in natural light theyre pretty beautiful. Smells fruity as hell and super sticky. Great resale value and smokes really nice. Gonna try out your other strains as soon as this shit moves."
g1s,5.0,"jul 5th, 2020","Fire bud for the price will be my go from now on, fast shipping as well."
g1s,5.0,"jun 9th, 2020",lost for words wonderful guy
g1s,5.0,"may 29th, 2020",decents nugs for GH. fast shipping.
g1s,5.0,"may 27th, 2020","minimum seeds nice ass buds for the price, cant beat it.."
g1s,5.0,"may 18th, 2020",Great
7dn,5.0,"aug 14th, 2020",A1 from day one
7dn,5.0,"jul 31st, 2020",Best bud for price I have received here on CH. will be back
7dn,5.0,"jul 25th, 2020",Reminds me of Winter
7dn,5.0,"jul 14th, 2020",Gona FE cause my lazy ass don't feel like logging in tomorrow.  I got all the confidence in the world though.  NB's a beast.  Thanks!!
7dn,5.0,"jul 6th, 2020",NancyB still holding it down like a boss.  Much love girl!!
7dn,5.0,"jun 29th, 2020",Best of the best!  Thanks NB!!
7dn,5.0,"jun 15th, 2020",Best you're gona get in these trying times.  NB always coming through when she's needed most
7dn,5.0,"may 20th, 2020",will update later when i open
7dn,5.0,"apr 28th, 2020",best bang for your buck.  thanks NB.
otp,5.0,"aug 31st, 2020","INSANE gas, sticky as fuck, smokes amazing, dense, and smellyyyyy!"
otp,5.0,"aug 29th, 2020","Perfect order as always. Many orders and never an issue. Top notch quality, Do Si Do is fire, Great nose, great color, great results. see you again soon."
otp,5.0,"aug 27th, 2020",best bud on cannahome! exotic club really came through!!!!
otp,5.0,"aug 26th, 2020","good bud, on weight, good ship speed, but vacuumed to all fuck. oh well, better too tight than subpar opsec. appreciate the services!"
otp,5.0,"aug 26th, 2020",i fuccs wit these niggas
otp,5.0,"aug 25th, 2020","Shipping speed was very quick. Weed is okay smokes okay, very very sticky though because how compressed but all good."
otp,5.0,"aug 23rd, 2020","I like your quality man but please ease up on the vacuum sealing, the box it was shipped in was 3 or 4 times bigger than the brick, it doesn't need to be compacted that much the nugs were hard to grind like sticky rocks lol"
otp,5.0,"aug 17th, 2020","first time ordering with this vendor, and honestly this product is WAY better than i was expecting.  ship time was bad because of USPS/covid, but the vendor definitely held up their end.  i had read reviews about the concern of the vaccuum packing, but it provided much better stealth and didn't harm the product at all.  will definitely be coming back to this vendor in the future - highly reccommended and very impressed for a first time"
otp,5.0,"aug 17th, 2020",A++++ sticky stony fire bud.Smokes nice.Gram short.No biggie.THANKS XO club.
otp,5.0,"aug 15th, 2020","Always good business with exotics club!! Ordered Monday, and received it Friday!! Quality bud too!"
otp,5.0,"aug 13th, 2020",good stuff
otp,5.0,"aug 4th, 2020","smokes great, wish the weed wasn't so compressed but I'll take it for the stealth and greta quality."
lqt,5.0,"aug 29th, 2020",Always great.
lqt,5.0,"aug 29th, 2020","I really really love these moonrocks. They sell fast. Are always overweight. Does not take a damn molasses Christmas to get here. 
The only downside was that the Stealth and packaging WAS NOT up to par this time, unfortunately.
The parcel it came in did have an 0ff-marijuana smell and to the non-user nose could have been easily pointed out ass CBD or THC. 
The moonrocks usually come double or triple sealed. However, one ounce bag was only packed up once and was the source of the smell. OPSEC pls"
lqt,5.0,"aug 28th, 2020",pretty good if u like it fresh!!!
lqt,5.0,"aug 27th, 2020",5 stars across the board. Moon Rocks are fire. Thank you!
lqt,5.0,"aug 27th, 2020",Came with free samples of legendary caramel edibles and bud was fire!
lqt,5.0,"aug 25th, 2020",FIRE
lqt,5.0,"aug 23rd, 2020",FE early  in good faith
lqt,5.0,"aug 20th, 2020","This is a real kick, good stuff"
lqt,5.0,"aug 19th, 2020",FE early will update when arrive
